ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-04-11,23,34143,583,Employed,Doctorate,5,34002,48,Married,0,Rent,,,4,2,0.1615361518298277,0,Auto,0,18,10,547,8070,53813,24750,2845.25,,6,29063,0.237502,0.2236696885137688,1078.0551864037232,0.5795818245861429,0,72.0
2018-04-12,34,,614,Employed,Associate,11,12427,48,,3,Rent,313,0.5398483366733264,4,0,0.7480026190292395,0,Auto,0,21,12,1538,17106,,,3358.25,,3,16684,,0.1628956306296851,354.03032159587406,0.1986243792439139,0,82.0
2018-04-13,35,82181,646,Employed,Doctorate,11,8877,108,,1,Mortgage,935,,0,1,,0,Home,0,23,,3073,416,,2261,,,11,24301,0.230877,0.2377095849988355,199.87348428592227,0.1657132647623059,1,62.400000000000006
2018-04-14,30,79380,540,Employed,,6,39753,24,Single,0,Own,526,0.1042549942949406,3,,0.1704859008559427,0,Home,0,21,,2014,,49065,7174,6615.0,0.7526539555134721,2,41891,,0.2679977138014843,2157.744020118772,0.4057058231472066,0,68.0
2018-04-15,38,16932,558,Employed,,16,11190,36,Married,3,Rent,264,0.3418753732539584,3,1,0.5418687914868203,0,Home,0,27,1,3220,1180,62866,20809,1411.0,0.5754819160797943,4,42057,,0.2492623336632954,444.4759987284304,0.5021091415509783,0,94.0
2018-04-16,44,33097,597,Employed,High School,21,23147,108,Single,1,Mortgage,531,0.1401636473594859,5,1,0.3492949344195254,0,Debt Consolidation,0,12,29,,1391,25364,14139,2758.083333333333,0.9142435044868328,4,11225,0.2696469999999999,0.2359017942464407,518.3507089823026,0.3804637431727235,0,76.0
2018-04-17,62,,599,Employed,,37,27414,24,Divorced,1,,346,0.2353082644366802,3,0,0.4200634961980739,,Debt Consolidation,0,28,28,1431,117,31799,,3959.0833333333335,0.9018927319540267,5,,0.2029139999999999,0.2108813426774804,1409.8732577817177,0.4435050010183461,0,81.0
2018-04-18,42,,508,Unemployed,Associate,17,17030,72,Married,2,Rent,205,0.1433139976800368,3,,0.1098039004549547,0,Debt Consolidation,0,23,19,4324,141,47004,,1901.5833333333333,,9,,0.27803,,528.3683987717781,0.3856619827889626,0,78.0
2018-04-19,43,39421,611,Employed,High School,21,13514,72,Married,1,,750,,1,1,0.2632070142446904,0,,0,24,12,1369,,118101,62337,3285.083333333333,0.8363594284811663,3,,0.223014,,361.3901340757748,0.3383141373610334,0,69.0
2018-04-20,39,44327,486,Employed,Associate,16,8510,36,Widowed,1,Mortgage,185,0.3363248477373657,4,0,,0,Home,0,19,9,,373,35722,16370,3693.9166666666665,0.6239908133655113,1,19352,0.25051,0.2384299758691384,,0.1402767045493176,1,59.2
2018-04-21,18,70322,590,Employed,Doctorate,0,27708,48,,1,Own,684,0.4538920399645443,4,1,0.1261553089761507,0,Home,0,32,6,1215,5554,42547,32730,5860.166666666667,0.7573239828954916,7,9817,0.227708,0.2120299407105371,861.0256071371856,0.2636487484094056,0,76.0
2018-04-22,39,54983,623,Employed,Bachelor,20,72422,96,Married,0,Own,,0.5526956415231866,4,,0.4682463738768312,0,Debt Consolidation,0,27,19,10348,304,55206,,4581.916666666667,0.8773623621803963,7,18941,0.295922,0.317550773892386,2086.4823115996733,0.530669256664716,0,77.0
2018-04-23,40,27765,611,Employed,Bachelor,18,12410,60,,1,Other,908,0.3976355645861634,4,0,0.1842092995648908,0,Debt Consolidation,0,26,17,1966,302,424200,56588,,0.8734832132004509,6,367612,0.21191,0.2121777411114451,337.25425030145266,0.5381974069374188,0,64.0
2018-04-24,69,,582,Employed,High School,,13381,72,Single,1,Rent,488,0.2532011031462206,1,2,0.4291327005821671,0,Education,,14,11,584,556,108474,50950,12246.166666666666,0.7042075306833402,6,57524,0.237381,0.2074297756588143,326.3015680228057,,1,58.400000000000006
2018-04-25,37,62028,561,Employed,Associate,13,32451,72,,0,,500,0.2292237377323402,4,0,0.0647027872092282,0,,0,31,9,8987,254,24784,27901,5169.0,0.8173434855736168,3,,0.266951,0.2390762819856766,852.5132247720421,0.2616585847885552,0,72.0
2018-04-26,43,59172,541,Employed,High School,20,6510,48,Divorced,0,Rent,409,0.2886616177446276,5,0,0.1547841465285382,1,,1,,11,1425,1781,130252,8857,4931.0,0.7207454688596631,5,,0.23101,0.2128180351676816,202.57471264791053,0.1240265083447395,0,90.0
2018-04-27,39,106699,623,Self-Employed,Master,20,14841,24,Married,0,Rent,307,,,1,0.3352286779403355,0,Auto,0,27,21,221,2160,102126,4575,8891.583333333334,0.6945217348676918,,97551,,0.1657650806875056,730.7562711162885,0.1167122021143165,1,60.8
2018-04-28,25,,601,Employed,High School,3,24452,48,Divorced,1,Rent,563,0.1397358404582846,4,0,0.4159921313112985,0,Home,0,23,10,2258,1276,109045,,4277.583333333333,0.934879249353682,4,96097,0.218952,0.1773135429882505,714.8494964575664,0.2987316428180008,0,71.0
2018-04-29,53,113572,579,Employed,Associate,32,14560,12,Single,1,Rent,354,0.2706968130650125,2,0,0.2098020498996457,0,Auto,0,29,20,8955,6360,101942,45575,9464.333333333334,,7,56367,0.19006,,1332.4637899935908,0.1781915038911271,1,55.2
2018-04-30,49,,603,Employed,,26,28542,36,Married,2,Own,320,0.436633088876728,5,1,0.1115853439816502,0,Debt Consolidation,0,,4,1024,992,67293,,3965.0,0.8895181627784279,4,54759,0.212042,0.1696336,1017.079757742468,0.3372206198593865,0,74.0
2018-05-01,49,,611,Self-Employed,Bachelor,28,27083,24,Married,3,Own,333,0.3983791887043675,4,1,0.2955777667056124,0,Home,0,21,,2103,1974,14279,12161,4556.916666666667,0.886263913172311,6,2118,0.1965829999999999,0.204285994280057,1384.0882445811974,0.376809226541601,0,75.0
2018-05-02,29,84760,629,Employed,Master,9,23328,48,Widowed,1,Mortgage,,0.3530549611760741,2,3,0.2793948906756654,0,Other,0,23,17,,1489,,6378,7063.333333333333,,6,28900,0.203828,0.2085089546785729,720.4981835115402,0.1556627914362728,1,53.6
2018-05-03,56,120231,561,Employed,High School,38,15070,24,Married,0,Other,638,0.1220971324643657,2,0,0.3504282151828075,,,0,24,6,9134,318,9452,127753,10019.25,0.6786834033400149,,10436,0.2095699999999999,0.1972380766132333,764.9679576693178,0.140027243323534,1,59.2
2018-05-04,23,,510,Employed,Associate,0,17941,48,Divorced,1,Mortgage,280,0.4751754552385549,3,1,0.2456830205335545,0,Debt Consolidation,0,32,26,24281,911,,163005,,0.7998776859866035,5,91847,,0.2420476618936005,586.9423412160766,0.0945437270608333,1,56.8
2018-05-05,47,79109,656,Employed,,25,22906,12,,,Mortgage,241,0.2468623232489133,4,,0.2576274320234772,0,Auto,0,,21,1588,1053,56269,70205,6592.416666666667,0.7582128394023606,2,8854,0.159906,0.1620617907037383,2080.5165816780886,0.3521495528971048,1,52.0
2018-05-06,66,90458,448,Employed,Bachelor,,24473,36,Divorced,3,Rent,464,0.1132110661567851,,1,0.467363313387392,,Debt Consolidation,0,26,10,3346,263,132002,16951,7538.166666666667,0.7676589843487203,2,115051,0.285473,0.2364105084119308,955.5392792968591,0.1883135969351777,1,69.60000000000001
2018-05-07,28,76244,489,Unemployed,Associate,,44962,48,Single,2,Rent,392,0.2403756335020903,4,1,0.4040736799391344,,Debt Consolidation,1,22,24,5110,2815,104625,136000,6353.666666666667,0.8781809632541911,5,10298,,0.315330134141183,1659.2354103021585,0.322842780069591,0,93.0
2018-05-08,33,60511,485,Employed,High School,13,31717,36,Married,1,Mortgage,399,0.3390994859277383,3,2,0.3445542926684009,0,Debt Consolidation,0,23,10,1395,898,,43217,5042.583333333333,0.8241274014485279,4,170239,0.274217,0.2737943608766316,1301.3183628925003,,0,72.0
2018-05-09,41,,645,Employed,Bachelor,21,18246,108,Widowed,0,Mortgage,654,0.4393977469027521,3,0,0.405336586715273,0,Home,1,22,24,7482,1309,399101,34377,,0.8627489764339589,5,364724,0.240746,0.2231814746898091,393.0682325796212,0.1003211183666979,1,60.0
2018-05-10,33,,643,Employed,Doctorate,13,29213,36,Married,1,Rent,333,0.0781010751714657,2,0,0.1672375094979511,0,Education,0,23,6,1432,353,53861,139069,4114.666666666667,0.8453368284156035,2,3326,0.192713,0.1582469160778234,1024.515808425684,0.3299212107321008,0,70.0
2018-05-11,21,86979,542,Employed,Bachelor,,30222,60,Single,2,Mortgage,527,0.3900314493629029,3,0,0.3505354409786316,,Education,0,19,27,3379,1314,48056,9625,7248.25,0.8794566342735919,5,38431,0.264222,0.2113776,819.9503908450406,0.1858311165929763,1,59.2
2018-05-12,40,,613,Employed,Master,17,15868,36,Married,3,Own,852,0.164003935780527,,0,0.6034676564680466,0,Debt Consolidation,0,16,,912,232,50014,29175,5597.833333333333,0.8688443978744061,4,20839,0.1943679999999999,,584.1550464444467,,1,60.8
2018-05-13,27,79808,626,Employed,Bachelor,6,29464,72,Married,4,Own,433,0.1680448200753712,5,1,0.3875025497624151,0,Education,,22,14,1164,340,64057,15931,6650.666666666667,0.6593923766507074,,48126,,0.2614312931508214,814.4688827765001,0.1875705016203638,0,70.0
2018-05-14,45,112243,538,Employed,High School,19,19578,60,,,Mortgage,,0.4909988705150311,3,1,0.3599412252980035,0,Debt Consolidation,0,26,10,4578,478,34271,184438,9353.583333333334,,4,3822,,0.2297510054276335,551.6330018991968,0.1037712465168461,1,60.8
2018-05-15,28,46843,566,Employed,High School,3,25488,72,,2,Other,213,0.3469460381939782,3,1,0.3179672677782632,0,Debt Consolidation,,22,20,1959,,,19725,,0.754886219541769,6,28354,0.257488,0.288517090909025,,0.2461884721044793,0,78.0
2018-05-16,58,93384,588,Employed,Bachelor,34,36483,36,Married,0,,734,,6,2,0.1329864691528207,0,Home,,,4,9065,263,113955,,7782.0,0.8569087556274289,5,109275,0.227483,0.2109835503056489,1376.3425330489988,0.2711825408698277,1,54.400000000000006
2018-05-17,30,37373,592,Employed,Associate,8,36790,48,Divorced,,Other,291,0.2314668305733591,4,1,0.5114573100006352,0,Debt Consolidation,0,21,5,2501,5456,,12950,3114.4166666666665,0.6581361156011857,3,49552,0.23579,0.245309490775844,1210.2459239000775,0.4820311745591986,0,88.0
2018-05-18,36,117529,419,Employed,Bachelor,10,14261,36,Married,2,,534,0.1535357823211108,5,,0.3633604041702299,0,Home,,26,25,1232,853,,2126,9794.083333333334,0.7219760405103324,5,,0.289761,0.2731829650054341,584.6463573615813,0.1142165447535414,1,57.6
2018-05-19,49,83863,570,Unemployed,Bachelor,27,12623,60,,3,Own,713,,4,1,0.1017273986011709,0,Home,0,18,,6393,796,101614,6576,6988.583333333333,0.7943746009748135,5,95038,0.232623,0.1899636343327634,327.42231921183367,0.148874567217271,1,56.0
2018-05-20,25,47623,619,Employed,Doctorate,3,53581,60,Married,,Rent,870,0.463648100574125,0,1,0.4465542742007579,0,Auto,,19,18,1960,5109,277237,94742,,0.7077064957438649,4,182495,0.249081,0.2537904773313145,1584.60238641245,0.618508465173328,0,75.0
2018-05-21,42,92915,544,Employed,Bachelor,19,53709,120,Married,0,Rent,130,0.7113864422690569,5,1,0.2981663725334441,0,Home,,36,7,2360,2802,41363,84992,7742.916666666667,0.9321412808886256,,,0.336709,0.3450741753792379,1597.675798688967,0.2231298453884475,0,77.0
2018-05-22,55,213642,608,Employed,Associate,,31769,96,Married,0,Rent,382,0.1868166772967602,,0,0.5042233109558107,0,Home,1,23,,35989,690,209543,35209,17803.5,,3,174334,0.262769,0.252614646124343,773.4588059618173,0.0649006547005823,1,60.8
2018-05-23,20,15031,522,Employed,High School,,18993,96,,1,,,,4,0,,0,,0,20,,,1004,45577,57880,1252.5833333333333,0.7850337821546514,9,,0.292993,0.2568295158595247,467.7473222829584,1.036855024109873,0,77.0
2018-05-24,42,25873,507,Employed,Associate,20,19021,60,Married,2,Mortgage,505,0.228861572910689,2,0,0.6143516601921413,,Home,0,18,4,1382,3479,,,2156.083333333333,0.8819073424693514,4,47022,0.270521,0.2963796453138035,611.1708747129658,,0,92.0
2018-05-25,43,261710,611,Employed,Master,22,13496,24,,1,Other,326,0.0262301293023501,2,,0.1916333748345748,0,Debt Consolidation,0,19,14,19195,2537,140778,4365,21809.166666666668,0.6672007411651566,2,136413,0.182996,0.176884726022589,671.7459742436749,,1,44.8
2018-05-26,49,54176,601,Employed,High School,25,24554,96,Married,2,Rent,322,0.2921676589732682,6,1,0.2454845656917852,0,Other,,18,2,1772,1449,,7676,4514.666666666667,,4,99192,0.259054,0.248956373631351,591.8369911956604,0.2024151634367233,0,75.0
2018-05-27,25,52731,563,Employed,Doctorate,1,20719,84,Married,2,,338,0.7637460892996141,3,1,0.407800150167021,0,,0,28,25,3704,386,123623,,4394.25,0.6454819803569921,1,114816,0.264219,0.2641844074273457,543.3671408193582,0.200572826038427,0,79.0
2018-05-28,24,,623,Employed,Doctorate,2,21013,48,Married,,Mortgage,854,0.229315087624331,5,0,0.3378598964312214,0,Auto,0,26,26,3270,404,5952,,4443.916666666667,,3,4472,0.204513,0.21189248518069,652.8229611810352,0.3390754314732203,0,72.0
2018-05-29,46,103912,627,Employed,Bachelor,27,12392,60,Married,,Rent,158,0.7227006974424867,3,0,0.1204473244557563,0,Debt Consolidation,0,32,28,5278,4114,40272,109879,8659.333333333334,0.8412967550655233,8,5954,,0.1975648453964121,326.63540294742216,0.0559668261160315,1,54.400000000000006
2018-05-30,43,264607,536,Employed,Associate,,35485,24,Single,3,Mortgage,337,0.1273792995029494,1,1,0.1307201329914711,0,,0,29,10,4113,1310,7454,28283,22050.58333333333,0.926011077925615,6,9355,,0.2292416038030145,1857.1309421910516,0.0995044398156232,1,51.2
2018-05-31,43,27590,588,Employed,High School,19,27565,48,Married,2,Mortgage,480,0.1056170312443623,2,0,0.4033393647553454,0,Debt Consolidation,0,20,11,,,22634,17852,2299.1666666666665,0.9497725255294668,4,4782,0.228565,0.2136585085988431,859.0028775203864,0.582386173622495,0,81.0
2018-06-01,44,,469,Employed,High School,18,27672,72,Single,0,Mortgage,325,0.3710148720080005,5,1,0.1433113977397696,0,Auto,0,24,9,9505,298,150064,6304,3517.333333333333,0.8391912674588616,1,143760,0.308172,0.3344132331747989,894.8245387200145,0.3468037922820359,0,70.0
2018-06-02,31,34199,518,Self-Employed,High School,11,9018,120,Divorced,5,Mortgage,822,0.117102367909147,3,3,0.0472701179512608,1,,0,25,,1372,1360,182380,6697,2849.9166666666665,0.794403119057479,9,175683,0.305018,0.3539570051576006,274.38119000831216,0.3847064031141187,0,88.0
2018-06-03,42,67729,605,Employed,Associate,20,10314,48,Married,0,Mortgage,285,0.5298525023290274,1,1,0.521884930478741,0,Debt Consolidation,1,24,21,17005,659,17664,47009,,0.9101215464793508,2,9110,0.202814,0.2027814376412312,315.38925384952245,0.1063749803805499,1,70.4
2018-06-04,43,88494,611,Employed,High School,21,12713,36,Single,1,,513,0.2607830212093005,,0,0.2091962009033023,0,Education,0,24,5,948,5344,76625,30803,7374.5,0.915758618382341,7,45822,0.192213,0.1589379495538416,446.28505793511135,0.1300813693043747,1,56.8
2018-06-05,31,116023,588,Employed,Bachelor,6,32427,72,,3,Rent,364,0.2989711616595873,1,0,0.2575809918125166,0,Other,0,,,1323,1546,141004,12156,9668.583333333334,0.9529489555274656,5,128848,0.253427,0.2821545725566766,938.542490603835,0.1347190633516287,0,71.0
2018-06-06,62,,624,Employed,Associate,,17247,84,Married,1,Other,277,,2,0,0.2795568505351703,0,,,19,17,1972,239,20640,7363,7657.75,0.6007779571507849,5,13277,0.230247,0.2237811124838354,408.06347570401664,0.0894601515724614,1,53.6
2018-06-07,45,201539,574,Employed,,24,13131,60,Married,2,Mortgage,309,0.0116410333073006,2,1,0.1381800828814274,,Home,1,16,,3746,,30822,13588,16794.916666666668,0.7937016486234966,4,17234,0.231131,0.1849048,336.9546017173519,,1,62.400000000000006
2018-06-08,25,28843,567,Employed,Bachelor,1,30545,48,Married,,Mortgage,,0.4478289266090196,6,,0.1477524612455268,0,Home,1,28,4,7415,1271,65820,12802,2403.583333333333,,5,53018,0.2420449999999999,0.2445745890386835,1003.5636127398324,0.6476012673049956,0,88.0
2018-06-09,47,38976,547,Employed,Doctorate,25,18731,84,Single,3,Rent,445,0.0901693691589318,4,1,0.3578533975096379,0,,0,32,22,3686,1396,159203,10777,3248.0,0.7262741041510545,3,148426,0.270231,,483.962485011748,0.2860106173065726,0,72.0
2018-06-10,28,117510,507,Employed,Bachelor,,26542,60,Married,,Mortgage,246,,5,1,0.5442956002964935,0,Auto,1,23,25,2961,8761,,20833,9792.5,0.8441829144532704,4,26469,0.278042,0.2595268417732425,793.9366191144068,0.1061972549516882,1,70.4
2018-06-11,49,65226,469,Unemployed,Associate,28,13238,12,,1,Own,932,0.2508404816690165,,,,,Auto,0,25,11,974,2479,65655,10139,5435.5,,6,55516,0.243738,0.276509827379841,1275.2868730703044,0.4060871811370259,0,74.0
2018-06-12,53,24405,527,Employed,Bachelor,27,21731,108,Married,0,Own,,0.1297472023619675,6,,0.637615326986492,0,Home,,30,16,1720,601,114315,4219,2033.75,0.807691979886236,6,110096,,0.3593797858575741,,0.5634133693816217,0,80.0
2018-06-13,30,38612,401,Unemployed,Bachelor,7,42944,60,,2,Own,206,0.2413262166097223,1,,0.254722506878987,0,Home,0,28,24,1295,2100,301811,777210,3217.6666666666665,0.4673844394560825,2,7741,0.347444,0.3985500062577901,,0.5799289223668384,0,81.0
2018-06-14,51,73465,647,Employed,Master,28,40942,48,Divorced,2,Mortgage,219,0.3515235009702711,5,1,0.2566379697801663,1,Home,,38,14,3214,3147,32801,16439,6122.083333333333,0.5824677586965886,,,0.212442,,1226.3411637713257,0.2360864896924509,0,85.0
2018-06-15,44,27210,551,Self-Employed,,22,14816,12,Single,,Rent,297,0.3801776699343595,,1,0.3365263882569613,0,Home,0,17,,12760,19,,91178,2267.5,0.8783015208135375,5,2945,0.204316,0.1663474477821082,1348.722756266852,0.7257873236016988,0,86.0
2018-06-16,49,26776,614,Employed,Master,26,19189,12,Divorced,0,Mortgage,1083,0.3715228029014398,0,2,0.0832973537203112,0,,,23,24,62033,92,62125,4368,2231.333333333333,0.9063168520336448,5,57757,0.177189,0.1804036160980404,1759.6159993327071,1.2739539883474935,0,68.0
2018-06-17,62,,624,Employed,Associate,,33057,108,Divorced,3,Other,340,0.1800114779263482,,0,,0,Home,0,24,,2026,951,31610,8108,3957.6666666666665,0.9744051653596244,5,23502,0.266057,0.2640180054861958,,0.289045180025036,0,78.0
2018-06-18,37,31461,626,Employed,Master,14,23023,72,Married,,Mortgage,386,0.5355606089818379,2,0,0.3695135911358929,0,Home,0,34,23,3248,,,60830,2621.75,,4,9520,0.225023,0.2296389752878322,591.7242292077441,0.3729280935282708,0,76.0
2018-06-19,30,63898,554,Employed,High School,,26277,24,Married,0,,343,0.2552634672227741,6,0,,0,Debt Consolidation,0,,,2681,366,8405,54887,5324.833333333333,0.5070632610099867,4,3415,0.2242769999999999,0.2223183861482497,1366.212555748913,0.3209889303106037,0,70.0
2018-06-20,29,29703,593,Employed,Master,5,43997,60,Divorced,0,Rent,209,0.7019591828423551,1,1,0.1239934507262575,0,Home,,24,4,6862,554,106249,25033,,0.8108826803624575,6,,0.252497,0.2440747187280482,1276.131403215983,1.1881051225727863,0,82.0
2018-06-21,30,61259,535,Employed,Doctorate,7,24560,36,Married,3,Own,194,0.1179990869340994,,1,0.0974769130366567,0,Other,0,,3,1721,2072,236982,9973,5104.916666666667,0.7415704279589939,4,227009,0.24206,0.2613433100114686,991.2959440858564,,0,70.0
2018-06-22,39,,530,Employed,High School,18,16368,48,Married,,Mortgage,231,0.6781135868509093,,,,,Debt Consolidation,0,23,4,6719,,,12745,3811.5,0.6972822165474075,5,181395,0.246368,0.2562962856100695,548.4796617855654,0.2045073230448814,0,84.0
2018-06-23,44,61948,636,Employed,Doctorate,23,41274,48,Single,2,Rent,,0.7021100374612929,5,0,0.2058252612071427,1,Other,0,29,3,4993,243,56207,44344,5162.333333333333,,6,11863,0.218274,0.2196039609561118,,0.3330847671839357,0,95.0
2018-06-24,43,90237,614,Employed,High School,24,14598,96,,1,Rent,320,,3,1,0.3805936949823997,0,,0,,6,2429,291,96332,36576,7519.75,0.8400833195956948,6,59756,0.2425979999999999,0.2265361980479788,330.45765736363813,,1,56.0
2018-06-25,49,16111,556,Employed,High School,,21778,24,Married,,Mortgage,341,0.188784393777907,1,0,0.2327168427195276,0,Home,0,26,,5173,1525,28503,15065,1342.5833333333333,0.815861860083349,6,,0.2187779999999999,0.2271457539714254,1137.5021387702166,1.1012367739583266,0,83.0
2018-06-26,40,33469,549,Employed,Associate,16,16491,24,Single,2,,544,0.2713389518024304,4,0,0.1824208120716835,1,Auto,1,27,12,,163,,,,0.8422635742026995,8,13344,,0.1871915269797822,829.0400448591392,0.4922907926233132,0,96.0
2018-06-27,57,66614,620,Unemployed,Doctorate,36,12131,72,Married,3,,684,,1,2,,0,Home,1,27,15,4412,5173,119521,77419,5551.166666666667,0.8534767724249998,2,42102,,0.2237142150108023,,,0,84.0
2018-06-28,36,69404,572,Employed,Associate,14,20932,120,,5,Mortgage,221,0.3320895496260186,3,0,0.319091672607061,0,Debt Consolidation,1,24,19,,1057,162462,19470,,0.6096239461536617,6,142992,0.289932,0.3149265553934449,575.0178768130503,0.1376320460168953,0,80.0
2018-06-29,72,76079,645,Self-Employed,Bachelor,51,22701,72,Married,2,Mortgage,228,0.3594798818305328,3,0,0.3668209834652727,0,Debt Consolidation,0,,25,4686,1864,150564,24637,6339.916666666667,0.6839388357691638,4,125927,0.215201,0.2194679674098364,569.6715375363722,0.1258173536775781,1,59.2
2018-06-30,47,219017,544,Employed,Bachelor,21,19428,72,,1,Mortgage,220,,2,0,0.2366391417060586,0,Debt Consolidation,0,21,29,10911,398,178118,11960,18251.416666666668,0.8527817044685421,9,166158,0.262428,0.260978093153323,536.4986218408542,0.0414487617951585,1,50.400000000000006
